icd_1,icd_2,ji
L63,J60,0.033707865168539325
L63,J81,0.030612244897959183
L63,K13,0.04
L63,K52,0.043010752688172046
L63,L20,0.04835164835164835
L63,L23,0.06382978723404255
L63,L30,0.044642857142857144
L63,L57,0.046052631578947366
L63,L71,0.037383177570093455
L63,L80,0.05583756345177665
L63,M05,0.05357142857142857
L63,M06,0.06212424849699399
L63,M07,0.04065040650406504
L63,M08,0.0970873786407767
L63,M31,0.08035714285714286
L63,M32,0.042483660130718956
L63,M33,0.05555555555555555
L63,M34,0.06
L63,M35,0.0736196319018405
L63,N08,0.04794520547945205
M08,E06,0.09803921568627451
M08,J44,0.024475524475524476
M08,J45,0.02054794520547945
M08,K50,0.035634743875278395
M08,K51,0.03038674033149171
M08,K90,0.1038961038961039
M08,L40,0.02635431918008785
M08,L51,0.06172839506172839
M08,L80,0.055944055944055944
M08,M07,0.05970149253731343
M08,B02,0.05714285714285714
M08,B16,0.08571428571428572
M08,B20,0.029850746268656716
M08,B22,0.06451612903225806
M08,B24,0.02973977695167286
M08,C22,0.04672897196261682
M08,E03,0.025423728813559324
M08,E05,0.075
M08,G35,0.022257551669316374
M08,G70,0.06569343065693431
M08,H06,0.06896551724137931
M08,J18,0.047619047619047616
M08,J30,0.03571428571428571
M08,J63,0.10344827586206896
M08,J98,0.05405405405405406
M08,K13,0.06818181818181818
M08,K74,0.06382978723404255
M08,L20,0.021897810218978103
M08,L30,0.05263157894736842
M08,L41,0.09375
M08,L43,0.07547169811320754
M08,L93,0.08421052631578947
M08,M00,0.058823529411764705
M08,M05,0.047058823529411764
M08,M06,0.051111111111111114
M08,M31,0.14285714285714285
M08,M32,0.030141843971631204
M08,M33,0.14
M08,M34,0.06521739130434782
M08,M35,0.12380952380952381
M08,N87,0.058823529411764705
M35,I22,0.08496732026143791
M35,I63,0.04504504504504504
M35,J44,0.0471976401179941
M35,J45,0.03994845360824742
M35,J80,0.04672897196261682
M35,K50,0.0625
M35,K51,0.058394160583941604
M35,K90,0.06521739130434782
M35,L40,0.040927694406548434
M35,L80,0.05970149253731343
M35,M31,0.07692307692307693
M35,M33,0.0625
M35,A39,0.03225806451612903
M35,A48,0.047244094488188976
M35,A71,0.02197802197802198
M35,A92,0.02197802197802198
M35,A98,0.031578947368421054
M35,B02,0.03125
M35,B19,0.07
M35,B20,0.049689440993788817
M35,B24,0.04953560371517028
M35,C22,0.09433962264150944
M35,D64,0.03888888888888889
M35,D69,0.037037037037037035
M35,D73,0.030927835051546393
M35,D86,0.04395604395604396
M35,D89,0.035398230088495575
M35,E11,0.05405405405405406
M35,G35,0.03982300884955752
M35,G41,0.037037037037037035
M35,G70,0.04522613065326633
M35,H06,0.02197802197802198
M35,H16,0.03305785123966942
M35,H31,0.021739130434782608
M35,H66,0.030927835051546393
M35,I10,0.07106598984771574
M35,I51,0.03150912106135987
M35,I64,0.05128205128205128
M35,I70,0.05442176870748299
M35,J00,0.02197802197802198
M35,J18,0.12138728323699421
M35,J63,0.03296703296703297
M35,J81,0.02912621359223301
M35,J84,0.032
M35,K06,0.02197802197802198
M35,K13,0.04807692307692308
M35,K52,0.04081632653061224
M35,K70,0.06962025316455696
M35,K74,0.05660377358490566
M35,K76,0.057692307692307696
M35,K82,0.046242774566473986
M35,K83,0.044444444444444446
M35,L20,0.04103671706263499
M35,L23,0.06060606060606061
M35,L30,0.05172413793103448
M35,L93,0.1
M35,M06,0.0636182902584493
M35,M12,0.031914893617021274
M35,M30,0.05454545454545454
M35,M32,0.048939641109298535
M35,M34,0.04716981132075472
M35,M45,0.08092485549132948
M35,M81,0.04395604395604396
M35,M86,0.03
M35,M87,0.044642857142857144
M35,N08,0.06756756756756757
M35,N17,0.05925925925925926
M35,N18,0.0658682634730539
A39,I22,0.025
A39,B86,0.16666666666666666
A39,H16,0.05128205128205128
A39,N17,0.05357142857142857
A48,I22,0.07207207207207207
A48,I63,0.06153846153846154
A48,J44,0.03355704697986577
A48,J80,0.06557377049180328
A48,L71,0.06153846153846154
A48,A71,0.045454545454545456
A48,A75,0.09090909090909091
A48,A77,0.09302325581395349
A48,B50,0.044444444444444446
A48,D56,0.05660377358490566
A48,D57,0.07017543859649122
A48,D64,0.06060606060606061
A48,D74,0.043478260869565216
A48,G98,0.041666666666666664
A48,H35,0.04
A48,H66,0.0392156862745098
A48,I10,0.05128205128205128
A48,I25,0.02981029810298103
A48,I60,0.06329113924050633
A48,I70,0.06930693069306931
A48,I81,0.044444444444444446
A48,J00,0.045454545454545456
A48,J18,0.09701492537313433
A48,J63,0.044444444444444446
A48,J69,0.041666666666666664
A48,K52,0.0784313725490196
A48,L23,0.05454545454545454
A48,L70,0.034482758620689655
A48,L94,0.045454545454545456
A48,M00,0.04081632653061224
A48,M30,0.045454545454545456
A48,N08,0.05714285714285714
A48,N17,0.09090909090909091
A48,N18,0.06504065040650407
A91,A90,0.5
B20,L51,0.03728813559322034
B20,M31,0.028985507246376812
B20,A92,0.012096774193548387
B20,B24,0.9959839357429718
B20,B33,0.09584664536741214
B20,B34,0.09937888198757763
B20,J18,0.03529411764705882
B20,L23,0.01937984496124031
B20,L41,0.011904761904761904
B20,N03,0.015748031496062992
B20,N12,0.01556420233463035
B22,I22,0.038461538461538464
B22,J44,0.011235955056179775
B22,M33,0.0967741935483871
B22,D59,0.061224489795918366
B22,F44,0.1
B22,I60,0.06976744186046512
B22,I64,0.08571428571428572
B22,J15,0.15384615384615385
B22,J60,0.3333333333333333
B22,J61,0.1
B22,J63,0.2857142857142857
B22,J66,0.1
B22,K13,0.09090909090909091
B22,K52,0.21428571428571427
B22,L28,0.2
B22,M81,0.039603960396039604
B22,N08,0.04285714285714286
B22,N18,0.0449438202247191
B22,N80,0.01694915254237288
B22,N94,0.125
B24,L51,0.037162162162162164
B24,M31,0.02888086642599278
B24,A92,0.012048192771084338
B24,B33,0.09554140127388536
B24,B34,0.09907120743034056
B24,J18,0.03519061583577713
B24,L23,0.019305019305019305
B24,L41,0.011857707509881422
B24,N03,0.01568627450980392
B24,N12,0.015503875968992248
B27,J45,0.005578800557880056
B27,K50,0.00684931506849315
B27,K51,0.008670520231213872
B27,L51,0.03333333333333333
B27,L71,0.07142857142857142
B27,C04,0.2222222222222222
B27,H25,0.2
B27,J46,0.16666666666666666
B27,J61,0.10526315789473684
B27,J66,0.10526315789473684
B27,K13,0.09523809523809523
B65,I22,0.025974025974025976
C16,I22,0.04716981132075472
C16,J44,0.0273972602739726
C16,A32,0.05555555555555555
C16,C15,0.04878048780487805
C16,C18,0.125
C16,C20,0.05970149253731343
C16,C22,0.10185185185185185
C16,C23,0.05714285714285714
C16,C25,0.14583333333333334
C16,C34,0.08771929824561403
C16,C45,0.07575757575757576
C16,C50,0.1048951048951049
C16,C54,0.09836065573770492
C16,C56,0.14893617021276595
C16,C60,0.08333333333333333
C16,C61,0.061068702290076333
C16,C67,0.11538461538461539
C16,C79,0.11428571428571428
C16,C80,0.08695652173913043
C16,C81,0.0625
C16,C83,0.08860759493670886
C16,C84,0.06
C16,C90,0.060240963855421686
C16,C92,0.04678362573099415
C16,C94,0.0625
C16,D05,0.12
C16,D06,0.10526315789473684
C16,D12,0.10526315789473684
C16,D69,0.03669724770642202
C16,D73,0.046511627906976744
C16,F82,0.043478260869565216
C16,G21,0.05357142857142857
C16,H16,0.04477611940298507
C16,H66,0.046511627906976744
C16,J00,0.05555555555555555
C16,J60,0.05
C16,K52,0.06818181818181818
C16,N08,0.061855670103092786
C16,N85,0.05
C22,I22,0.1111111111111111
C22,J44,0.04804804804804805
C22,J80,0.04950495049504951
C22,K44,0.048484848484848485
C22,M33,0.046296296296296294
C22,A32,0.0392156862745098
C22,A71,0.023529411764705882
C22,B19,0.06315789473684211
C22,C02,0.03225806451612903
C22,C20,0.061946902654867256
C22,C23,0.05128205128205128
C22,C34,0.04216867469879518
C22,C37,0.023529411764705882
C22,C43,0.13548387096774195
C22,C45,0.10091743119266056
C22,C49,0.039603960396039604
C22,C50,0.08376963350785341
C22,C56,0.06802721088435375
C22,C61,0.08045977011494253
C22,C64,0.034653465346534656
C22,C67,0.09271523178807947
C22,C74,0.04395604395604396
C22,C80,0.10714285714285714
C22,C83,0.08
C22,C90,0.06132075471698113
C22,C91,0.04929577464788732
C22,C92,0.06542056074766354
C22,D06,0.03409090909090909
C22,D09,0.03409090909090909
C22,D32,0.03260869565217391
C22,D61,0.0297029702970297
C22,D64,0.05232558139534884
C22,E11,0.06179775280898876
C22,F48,0.05917159763313609
C22,G00,0.043795620437956206
C22,G41,0.04516129032258064
C22,G93,0.030303030303030304
C22,H06,0.023529411764705882
C22,I10,0.08465608465608465
C22,I20,0.05379746835443038
C22,I61,0.07079646017699115
C22,I64,0.06363636363636363
C22,J18,0.044444444444444446
C22,J43,0.05454545454545454
C22,J61,0.052083333333333336
C22,J63,0.047619047619047616
C22,J66,0.052083333333333336
C22,K06,0.023529411764705882
C22,K13,0.07291666666666667
C22,K25,0.07079646017699115
C22,K52,0.043478260869565216
C22,K70,0.11643835616438356
C22,K73,0.08771929824561403
C22,K74,0.06
C22,K76,0.08163265306122448
C22,K82,0.0736196319018405
C22,K83,0.08
C22,M06,0.03522504892367906
C22,M34,0.039603960396039604
C22,M81,0.05747126436781609
C22,N08,0.1259259259259259
C22,N17,0.11382113821138211
C22,N18,0.075
C22,N80,0.040160642570281124
C34,J44,0.03508771929824561
C34,C04,0.043478260869565216
C34,C32,0.03125
C34,C20,0.041666666666666664
C34,C23,0.05785123966942149
C34,C24,0.021505376344086023
C34,C50,0.06
C34,C54,0.05217391304347826
C34,C56,0.0728476821192053
C34,C67,0.0625
C34,C83,0.04477611940298507
C34,D12,0.044642857142857144
C34,H25,0.031914893617021274
C34,I79,0.031914893617021274
C34,J18,0.043243243243243246
C50,C20,0.046052631578947366
C50,C23,0.04516129032258064
C50,C43,0.075
C50,C45,0.06711409395973154
C50,C49,0.02857142857142857
C50,C54,0.0472972972972973
C50,C56,0.14619883040935672
C50,C60,0.024193548387096774
C50,C61,0.08095238095238096
C50,C64,0.03765690376569038
C50,C67,0.11475409836065574
C50,C74,0.022900763358778626
C50,C79,0.024193548387096774
C50,C80,0.09395973154362416
C50,C81,0.048484848484848485
C50,C83,0.06748466257668712
C50,C90,0.060240963855421686
C50,C91,0.056179775280898875
C50,C92,0.05952380952380952
C50,C95,0.05803571428571429
C50,D05,0.08270676691729323
C50,D06,0.031746031746031744
C50,D07,0.04580152671755725
C50,D23,0.030534351145038167
C50,D32,0.022900763358778626
C50,D36,0.030303030303030304
C50,D61,0.02877697841726619
C50,D89,0.0273972602739726
C50,H06,0.016129032258064516
C50,I35,0.04242424242424243
C50,J43,0.03333333333333333
C50,J61,0.029411764705882353
C50,J66,0.029411764705882353
C50,K13,0.05970149253731343
C50,K52,0.030534351145038167
C50,K73,0.03164556962025317
C50,L94,0.016129032258064516
C50,M81,0.04205607476635514
C50,N08,0.04371584699453552
C50,N62,0.022900763358778626
C50,N97,0.03296703296703297
E06,A16,0.07142857142857142
E06,E03,0.023255813953488372
E06,E05,0.13157894736842105
E06,E07,0.0975609756097561
E06,E27,0.06060606060606061
E06,G70,0.03546099290780142
E06,H06,0.06896551724137931
E06,J41,0.07692307692307693
E06,J42,0.06521739130434782
E06,J98,0.05405405405405406
E06,L71,0.058823529411764705
E06,L80,0.041379310344827586
E06,M31,0.0847457627118644
E11,I22,0.11042944785276074
E11,J44,0.04519774011299435
E11,J80,0.049586776859504134
E11,A71,0.018867924528301886
E11,B35,0.02586206896551724
E11,D69,0.03977272727272727
E11,E13,0.1157556270096463
E11,E14,0.1670886075949367
E11,E28,0.0456140350877193
E11,E66,0.08
E11,E78,0.05789473684210526
E11,E88,0.03676470588235294
E11,F48,0.05263157894736842
E11,G30,0.03469387755102041
E11,G59,0.08771929824561403
E11,G63,0.08256880733944955
E11,H31,0.018691588785046728
E11,H35,0.043478260869565216
E11,I10,0.1024390243902439
E11,I20,0.07598784194528875
E11,I25,0.06763285024154589
E11,I50,0.04006968641114982
E11,I51,0.04426229508196721
E11,I60,0.057971014492753624
E11,I64,0.078125
E11,I70,0.1038961038961039
E11,J18,0.045
E11,J63,0.02830188679245283
E11,J81,0.03418803418803419
E11,K25,0.05185185185185185
E11,K52,0.06363636363636363
E11,K70,0.08235294117647059
E11,K73,0.04316546762589928
E11,K76,0.05263157894736842
E11,K83,0.04697986577181208
E11,K86,0.031496062992125984
E11,M81,0.04060913705583756
E11,N08,0.07453416149068323
E11,N17,0.11267605633802817
E11,N18,0.09659090909090909
G41,I22,0.06206896551724138
G41,F48,0.06134969325153374
G41,F10,0.0625
G41,A32,0.030927835051546393
G41,F09,0.05426356589147287
G41,F30,0.0658682634730539
G41,F34,0.05
G41,F39,0.06358381502890173
G41,F41,0.043010752688172046
G41,G00,0.07874015748031496
G41,G40,0.03938730853391685
G41,G96,0.0379746835443038
G41,H16,0.046296296296296294
G41,K25,0.045454545454545456
G41,K83,0.04878048780487805
G41,M30,0.04
G41,N08,0.057971014492753624
G95,I22,0.05
G95,I63,0.0967741935483871
G95,J80,0.07142857142857142
G95,D64,0.029411764705882353
G95,F48,0.04040404040404041
G95,F10,0.030927835051546393
G95,F01,0.15789473684210525
G95,F30,0.038461538461538464
G95,F31,0.05128205128205128
G95,F39,0.03636363636363636
G95,I31,0.125
G95,I64,0.07894736842105263
H16,F48,0.04
H16,F10,0.032520325203252036
H16,G57,0.047619047619047616
H16,N08,0.05102040816326531
H16,N64,0.05
H44,F48,0.03278688524590164
H44,H34,0.031578947368421054
H44,K29,0.034482758620689655
I22,A71,0.025974025974025976
I22,B50,0.02564102564102564
I22,C67,0.04666666666666667
I22,C80,0.05454545454545454
I22,C90,0.04326923076923077
I22,D57,0.044444444444444446
I22,D64,0.06134969325153374
I22,D69,0.06944444444444445
I22,D75,0.042105263157894736
I22,E66,0.045454545454545456
I22,F01,0.034482758620689655
I22,F06,0.02564102564102564
I22,F10,0.05
I22,F48,0.09615384615384616
I22,G00,0.08870967741935484
I22,G30,0.03017241379310345
I22,G45,0.05128205128205128
I22,H34,0.03896103896103896
I22,H35,0.05844155844155844
I22,H40,0.019817073170731708
I22,I05,0.02631578947368421
I22,I06,0.0449438202247191
I22,I10,0.1588235294117647
I22,I11,0.044444444444444446
I22,I20,0.16906474820143885
I22,I21,0.06097560975609756
I22,I25,0.08970976253298153
I22,I35,0.05042016806722689
I22,I50,0.04604051565377532
I22,I51,0.05555555555555555
I22,I60,0.09345794392523364
I22,I61,0.1188118811881188
I22,I63,0.1590909090909091
I22,I64,0.2111111111111111
I22,I70,0.1557377049180328
I22,I72,0.045454545454545456
I22,I81,0.02564102564102564
I22,J15,0.03614457831325301
I22,J18,0.07142857142857142
I22,J43,0.08
I22,J44,0.05246913580246913
I22,J45,0.02987012987012987
I22,J61,0.0449438202247191
I22,J63,0.03896103896103896
I22,J66,0.0449438202247191
I22,J69,0.024691358024691357
I22,J80,0.0425531914893617
I22,J81,0.05747126436781609
I22,K13,0.07954545454545454
I22,K25,0.056074766355140186
I22,K44,0.07142857142857142
I22,K52,0.060240963855421686
I22,K55,0.05660377358490566
I22,K70,0.10714285714285714
I22,K73,0.07407407407407407
I22,K76,0.09420289855072464
I22,K82,0.07051282051282051
I22,K83,0.049586776859504134
I22,K92,0.03508771929824561
I22,L23,0.04597701149425287
I22,L94,0.025974025974025976
I22,L95,0.02631578947368421
I22,M81,0.047619047619047616
I22,M87,0.07291666666666667
I22,N08,0.125
I22,N17,0.1834862385321101
I22,N18,0.10810810810810811
I22,N46,0.039603960396039604
I22,N80,0.0371900826446281
I22,N94,0.03488372093023256
I22,N96,0.025974025974025976
I22,N97,0.03676470588235294
I60,I63,0.06349206349206349
I60,J44,0.030303030303030304
I60,K44,0.056910569105691054
I60,D59,0.047619047619047616
I60,F48,0.046153846153846156
I60,I10,0.0728476821192053
I60,I20,0.04693140794223827
I60,I51,0.0213903743315508
I60,D69,0.034782608695652174
I60,E66,0.02867383512544803
I60,E88,0.04054054054054054
I60,F05,0.057692307692307696
I60,G98,0.043478260869565216
I60,H35,0.04065040650406504
I60,I11,0.1346153846153846
I60,I25,0.03561643835616438
I60,I50,0.023032629558541268
I60,I64,0.12121212121212122
I60,I70,0.09278350515463918
I60,J15,0.0625
I60,J18,0.04316546762589928
I60,J60,0.06666666666666667
I60,J61,0.05454545454545454
I60,J63,0.046511627906976744
I60,J66,0.05454545454545454
I60,K13,0.05263157894736842
I60,K25,0.05405405405405406
I60,K52,0.10416666666666667
I60,K83,0.045454545454545456
I60,L94,0.047619047619047616
I60,M30,0.046875
I60,N08,0.07920792079207921
I60,N17,0.08045977011494253
I60,N18,0.05737704918032787
J18,J44,0.08529411764705883
J18,J45,0.05391527599486521
J18,J80,0.058823529411764705
J18,K50,0.04038461538461539
J18,K51,0.044186046511627906
J18,K90,0.05921052631578947
J18,L40,0.042953020134228186
J18,L51,0.04516129032258064
J18,L71,0.04838709677419355
J18,M07,0.0425531914893617
J18,M31,0.04477611940298507
J18,M33,0.09016393442622951
J18,M45,0.05235602094240838
J18,A75,0.0380952380952381
J18,A77,0.038461538461538464
J18,D64,0.05235602094240838
J18,F48,0.04736842105263158
J18,G35,0.03008595988538682
J18,I10,0.06132075471698113
J18,I20,0.050595238095238096
J18,I64,0.05384615384615385
J18,I70,0.07643312101910828
J18,J15,0.03636363636363636
J18,B19,0.05217391304347826
J18,C88,0.018867924528301886
J18,D50,0.02564102564102564
J18,D57,0.03389830508474576
J18,D69,0.04597701149425287
J18,D86,0.05154639175257732
J18,H35,0.03804347826086957
J18,I25,0.04009433962264151
J18,I72,0.036231884057971016
J18,J41,0.03508771929824561
J18,J42,0.06837606837606838
J18,J43,0.03816793893129771
J18,J60,0.027777777777777776
J18,J63,0.02857142857142857
J18,J81,0.043478260869565216
J18,J84,0.02877697841726619
J18,J96,0.04504504504504504
J18,K02,0.05726872246696035
J18,K13,0.0423728813559322
J18,K52,0.07407407407407407
J18,K70,0.07017543859649122
J18,K73,0.043478260869565216
J18,K76,0.04678362573099415
J18,K82,0.04838709677419355
J18,L20,0.039832285115303984
J18,L23,0.05309734513274336
J18,L25,0.05389221556886228
J18,L30,0.0625
J18,L70,0.03431372549019608
J18,L73,0.04201680672268908
J18,L94,0.01904761904761905
J18,M02,0.01904761904761905
J18,M05,0.038461538461538464
J18,M06,0.061895551257253385
J18,M12,0.027777777777777776
J18,M32,0.04285714285714286
J18,M81,0.0625
J18,N02,0.034653465346534656
J18,N08,0.075
J18,N17,0.07534246575342465
J18,N18,0.07262569832402235
J44,C04,0.022556390977443608
J44,C11,0.011235955056179775
J44,F10,0.0377906976744186
J44,F17,0.03202846975088968
J44,F48,0.04046242774566474
J44,G43,0.03347280334728033
J44,H40,0.04
J44,I10,0.051771117166212535
J44,I20,0.05761316872427984
J44,I25,0.05799648506151142
J44,I50,0.049930651872399444
J44,I51,0.05423280423280423
J44,I64,0.03832752613240418
J44,I70,0.047619047619047616
J44,I79,0.011111111111111112
J44,J15,0.014760147601476014
J44,J20,0.007547169811320755
J44,J41,0.03717472118959108
J44,J42,0.051470588235294115
J44,J43,0.05319148936170213
J44,J45,0.073224043715847
J44,J61,0.025454545454545455
J44,J63,0.01509433962264151
J44,J66,0.025454545454545455
J44,J80,0.02867383512544803
J44,J81,0.018115942028985508
J44,J84,0.030508474576271188
J44,J96,0.014652014652014652
J44,K02,0.03617571059431524
J44,K13,0.028985507246376812
J44,K25,0.023728813559322035
J44,K44,0.03508771929824561
J44,K51,0.040955631399317405
J44,K52,0.01838235294117647
J44,K70,0.06172839506172839
J44,K74,0.02867383512544803
J44,K76,0.055900621118012424
J44,K82,0.04093567251461988
J44,L25,0.027439024390243903
J44,L40,0.045707915273132664
J44,M07,0.02666666666666667
J44,M33,0.035211267605633804
J44,M34,0.02142857142857143
J44,M81,0.0339943342776204
J44,N08,0.030959752321981424
J44,N17,0.046052631578947366
J44,N18,0.04129793510324484
J45,A98,0.006944444444444444
J45,B16,0.008321775312066574
J45,B19,0.009628610729023384
J45,C44,0.028858218318695106
J45,D83,0.009575923392612859
J45,D86,0.03811944091486658
J45,E03,0.08011049723756906
J45,G35,0.08912510220768602
J45,I46,0.014884979702300407
J45,I64,0.016260162601626018
J45,I70,0.022222222222222223
J45,I95,0.012413793103448275
J45,J00,0.0041841004184100415
J45,J30,0.1310615989515072
J45,J33,0.03319502074688797
J45,J39,0.005578800557880056
J45,J41,0.015277777777777777
J45,J42,0.01652892561983471
J45,J43,0.016282225237449117
J45,J81,0.008253094910591471
J45,J84,0.012048192771084338
J45,K13,0.012379642365887207
J45,K20,0.021080368906455864
J45,K25,0.014804845222072678
J45,K50,0.10642377756471716
J45,K51,0.0937178166838311
J45,K52,0.0125
J45,K90,0.032
J45,K92,0.01335113484646195
J45,L20,0.19633225458468176
J45,L21,0.016150740242261104
J45,L23,0.013850415512465374
J45,L30,0.016282225237449117
J45,L40,0.10580747812251393
J45,L43,0.01912568306010929
J45,L50,0.017857142857142856
J45,L57,0.02727272727272727
J45,L70,0.021065675340768277
J45,L71,0.023415977961432508
J45,L73,0.009589041095890411
J45,L80,0.04738154613466334
J45,M05,0.08290155440414508
J45,M06,0.10877862595419847
J45,M07,0.01876675603217158
J45,M13,0.022516556291390728
J45,M31,0.024489795918367346
J45,M32,0.10338835794960903
J45,M33,0.021917808219178082
J45,N02,0.0275
J45,N08,0.022135416666666668
J60,M33,0.058823529411764705
J60,D59,0.058823529411764705
J60,I64,0.08108108108108109
J60,J15,0.13333333333333333
J60,A32,0.07407407407407407
J60,J61,0.09090909090909091
J60,J66,0.09090909090909091
J60,K52,0.11764705882352941
J60,M81,0.038834951456310676
J60,N18,0.04395604395604396
J60,N80,0.01675977653631285
J60,N94,0.1111111111111111
J61,C04,0.09090909090909091
J61,I64,0.06382978723404255
J61,J43,0.08888888888888889
J61,J66,1.0
J61,J81,0.06451612903225806
J61,K13,0.09090909090909091
J61,K25,0.058823529411764705
J61,K52,0.11538461538461539
J61,K70,0.054945054945054944
J61,K76,0.05747126436781609
J61,K82,0.038461538461538464
J61,K83,0.046153846153846156
J61,N08,0.0625
J63,I63,0.07142857142857142
J63,J80,0.08333333333333333
J63,K90,0.03389830508474576
J63,M33,0.1
J63,D59,0.04081632653061224
J63,I10,0.02459016393442623
J63,I20,0.012
J63,I64,0.08823529411764706
J63,I70,0.029850746268656716
J63,I05,0.2
J63,K13,0.09523809523809523
J63,K52,0.14285714285714285
J63,K83,0.03773584905660377
J63,L28,0.25
J63,N08,0.043478260869565216
J63,N17,0.05555555555555555
J64,K90,0.036585365853658534
J64,M02,0.06896551724137931
J66,C04,0.09090909090909091
J66,I64,0.06382978723404255
J66,J43,0.08888888888888889
J66,J81,0.06451612903225806
J66,K13,0.09090909090909091
J66,K25,0.058823529411764705
J66,K52,0.11538461538461539
J66,K70,0.054945054945054944
J66,K76,0.05747126436781609
J66,K82,0.038461538461538464
J66,K83,0.046153846153846156
J66,N08,0.0625
J80,I63,0.09090909090909091
J80,A71,0.08695652173913043
J80,D64,0.034782608695652174
J80,I10,0.08333333333333333
J80,I20,0.026515151515151516
J80,I64,0.0784313725490196
J80,J43,0.058823529411764705
J80,J84,0.05172413793103448
J80,K44,0.04716981132075472
J80,K70,0.07446808510638298
J80,K73,0.05084745762711865
J80,K76,0.06593406593406594
J80,K82,0.046296296296296294
J80,M81,0.03389830508474576
J80,N08,0.0975609756097561
J80,N12,0.06060606060606061
J80,N17,0.10294117647058823
J80,N18,0.057692307692307696
K50,B02,0.00904977375565611
K50,C44,0.04247104247104247
K50,D69,0.021825396825396824
K50,D86,0.052941176470588235
K50,E03,0.0811138014527845
K50,G35,0.09583333333333334
K50,J30,0.054249547920433995
K50,K51,0.21806853582554517
K50,K70,0.027888446215139442
K50,K90,0.04883227176220807
K50,L20,0.095112285336856
K50,L21,0.02813852813852814
K50,L23,0.015730337078651686
K50,L30,0.015151515151515152
K50,L40,0.10119047619047619
K50,L43,0.02643171806167401
K50,L51,0.022727272727272728
K50,L53,0.013303769401330377
K50,L57,0.028169014084507043
K50,L71,0.019823788546255508
K50,L80,0.04283054003724395
K50,L93,0.04065040650406504
K50,M05,0.0944206008583691
K50,M06,0.11787072243346007
K50,M07,0.02564102564102564
K50,M13,0.03361344537815126
K50,M31,0.02826086956521739
K50,M32,0.08552631578947369
K50,M33,0.030973451327433628
K50,M34,0.015521064301552107
K50,M45,0.07661290322580645
K50,N02,0.028462998102466792
K51,A98,0.011461318051575931
K51,B16,0.014285714285714285
K51,D45,0.013966480446927373
K51,D86,0.054502369668246446
K51,E03,0.05952380952380952
K51,G35,0.0798650168728909
K51,J30,0.05591397849462366
K51,J35,0.01662049861495845
K51,K20,0.02284263959390863
K51,K25,0.0213903743315508
K51,K52,0.014204545454545454
K51,K90,0.05235602094240838
K51,L20,0.05890804597701149
K51,L21,0.02680965147453083
K51,L23,0.014084507042253521
K51,L40,0.0818278427205101
K51,L43,0.030303030303030304
K51,L51,0.02284263959390863
K51,L57,0.029484029484029485
K51,L71,0.02203856749311295
K51,L80,0.04
K51,L93,0.034482758620689655
K51,M05,0.061514195583596214
K51,M06,0.09116022099447514
K51,M07,0.043010752688172046
K51,M16,0.011396011396011397
K51,M30,0.01643835616438356
K51,M31,0.024193548387096774
K51,M32,0.08323281061519903
K51,M33,0.024657534246575342
K51,M34,0.028089887640449437
K51,M45,0.0625
K51,M71,0.008645533141210375
K51,N02,0.03686635944700461
K51,N03,0.014285714285714285
K51,N80,0.031746031746031744
K52,L40,0.01032448377581121
K52,M07,0.057692307692307696
K52,M33,0.10810810810810811
K52,D59,0.05357142857142857
K52,F48,0.038834951456310676
K52,G35,0.01129032258064516
K52,I10,0.031007751937984496
K52,I20,0.01953125
K52,I64,0.0975609756097561
K52,I70,0.08450704225352113
K52,K13,0.10714285714285714
K52,K25,0.06521739130434782
K52,F10,0.04
K52,A71,0.15384615384615385
K52,B19,0.16
K52,B79,0.16666666666666666
K52,C49,0.06451612903225806
K52,D61,0.06666666666666667
K52,D69,0.046511627906976744
K52,H35,0.042105263157894736
K52,H66,0.1
K52,I25,0.02346041055718475
K52,J81,0.07692307692307693
K52,K70,0.05813953488372093
K52,K73,0.061224489795918366
K52,K83,0.06779661016949153
K52,L23,0.17391304347826086
K52,L28,0.08333333333333333
K52,L73,0.06666666666666667
K52,M00,0.1111111111111111
K52,M06,0.015555555555555555
K52,N08,0.1111111111111111
K52,N17,0.1206896551724138
K52,N18,0.05263157894736842
K70,I63,0.05
K70,F48,0.04819277108433735
K70,I10,0.06382978723404255
K70,I20,0.05806451612903226
K70,I51,0.02689075630252101
K70,I64,0.05660377358490566
K70,I70,0.08270676691729323
K70,K13,0.06521739130434782
K70,C80,0.043859649122807015
K70,D61,0.03125
K70,D69,0.03289473684210526
K70,E66,0.041666666666666664
K70,F01,0.03333333333333333
K70,G00,0.045454545454545456
K70,G12,0.035398230088495575
K70,G93,0.031914893617021274
K70,H35,0.0440251572327044
K70,I25,0.058524173027989825
K70,I61,0.04504504504504504
K70,I81,0.024691358024691357
K70,J43,0.07766990291262135
K70,J84,0.03508771929824561
K70,K55,0.045454545454545456
K70,K73,0.07207207207207207
K70,K74,0.08602150537634409
K70,K76,0.36283185840707965
K70,K82,0.3076923076923077
K70,K83,0.0743801652892562
K70,K86,0.039603960396039604
K70,K92,0.04310344827586207
K70,L25,0.04861111111111111
K70,M10,0.02450229709035222
K70,M81,0.03468208092485549
K70,N08,0.072992700729927
K70,N17,0.1
K70,N18,0.056962025316455694
K76,I63,0.06315789473684211
K76,D64,0.04242424242424243
K76,I10,0.06521739130434782
K76,I20,0.04516129032258064
K76,I64,0.04854368932038835
K76,I70,0.06870229007633588
K76,K13,0.044444444444444446
