icd_1,icd_2,ji
B67,L12,0.15384615384615385
B67,L51,0.04838709677419355
B67,N03,0.13333333333333333
C51,D70,0.16666666666666666
C51,E06,0.06666666666666667
C51,E31,0.3333333333333333
C51,G36,0.15384615384615385
C51,G47,0.03076923076923077
C51,H20,0.08823529411764706
C51,H46,0.18181818181818182
C51,I00,0.3333333333333333
C51,I09,0.14285714285714285
C51,I73,0.05084745762711865
C51,K75,0.18181818181818182
C51,L10,0.13333333333333333
C51,L12,0.2
C51,L51,0.05084745762711865
C51,L63,0.047058823529411764
C51,L71,0.07142857142857142
C51,M08,0.10344827586206896
C51,M31,0.08108108108108109
C53,B22,0.07692307692307693
C53,B27,0.08
C53,C04,0.07142857142857142
C53,C11,0.07692307692307693
C53,C34,0.04672897196261682
C53,C45,0.05357142857142857
C53,C50,0.050359712230215826
C53,C67,0.07216494845360824
C53,D06,0.07142857142857142
C53,E10,0.04918032786885246
C53,E16,0.07142857142857142
C53,E84,0.046511627906976744
C53,F01,0.05714285714285714
C53,G95,0.06896551724137931
C53,H20,0.07692307692307693
C53,H25,0.10714285714285714
C53,J15,0.06451612903225806
C53,J18,0.049586776859504134
C53,J43,0.057692307692307696
C53,J45,0.0136986301369863
C53,J60,0.07142857142857142
C53,J61,0.1111111111111111
C53,J62,0.08333333333333333
C53,J63,0.08
C53,J64,0.0625
C53,J66,0.1111111111111111
C53,K13,0.10526315789473684
C53,L51,0.038461538461538464
C53,L52,0.08
C53,L71,0.06521739130434782
C53,L94,0.08333333333333333
C53,M02,0.13043478260869565
C53,M08,0.0851063829787234
C53,M33,0.10638297872340426
C53,N87,0.06896551724137931
D70,A16,0.2
D70,A98,0.125
D70,B73,0.1
D70,C03,0.1
D70,D50,0.08333333333333333
D70,D61,0.07142857142857142
D70,D86,0.03773584905660377
D70,E06,0.08571428571428572
D70,E31,0.2727272727272727
D70,G36,0.16666666666666666
D70,G47,0.04285714285714286
D70,G70,0.03225806451612903
D70,H20,0.10256410256410256
D70,H46,0.11764705882352941
