,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List
0,1,"['K56', 'K59', 'K60']",Tramadol,0.000752578,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
1,1,"['K56', 'K59', 'K60']",Morphine,1.0858742242254536e-05,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
2,1,"['K56', 'K59', 'K60']",Codeine,0.000395848,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
3,1,"['K56', 'K59', 'K60']",Amitriptyline,0.000713087,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
4,1,"['K56', 'K59', 'K60']",Hydromorphone,0.000165612,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
5,1,"['K56', 'K59', 'K60']",Methadone,0.001623982,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
6,1,"['K56', 'K59', 'K60']",Pethidine,0.036939322,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
7,1,"['K56', 'K59', 'K60']",Oxycodone,0.000165612,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
8,1,"['K56', 'K59', 'K60']",Dextromethorphan,0.002843947,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
9,1,"['K56', 'K59', 'K60']",Lamotrigine,0.043129027,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
10,1,"['K56', 'K59', 'K60']",Butorphanol,5.548286851467272e-06,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
11,1,"['K56', 'K59', 'K60']",Dextropropoxyphene,0.000232315,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
12,1,"['K56', 'K59', 'K60']",Pentazocine,0.002071792,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
13,1,"['K56', 'K59', 'K60']",Naltrexone,6.895780978528495e-05,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
14,1,"['K56', 'K59', 'K60']",Sufentanil,1.825655526188927e-05,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
15,1,"['K56', 'K59', 'K60']",Alfentanil,0.009050185,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
16,1,"['K56', 'K59', 'K60']",Fentanyl,6.085371196331964e-07,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
17,1,"['K56', 'K59', 'K60']",Loperamide,5.9148315924963485e-06,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
18,1,"['K56', 'K59', 'K60']",Nalbuphine,5.548286851467272e-06,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
19,1,"['K56', 'K59', 'K60']",Levorphanol,5.548286851467272e-06,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
20,1,"['K56', 'K59', 'K60']",Remifentanil,5.548286851467272e-06,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
21,1,"['K56', 'K59', 'K60']",Ondansetron,0.020412498,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
22,1,"['K56', 'K59', 'K60']",Buprenorphine,2.713297875772996e-05,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
23,1,"['K56', 'K59', 'K60']",Hydrocodone,0.003574764,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
24,1,"['K56', 'K59', 'K60']",Diphenoxylate,0.00087418,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
25,1,"['K56', 'K59', 'K60']",Naloxone,8.143518521120131e-06,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
26,1,"['K56', 'K59', 'K60']",Oxymorphone,0.003574764,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
27,1,"['K56', 'K59', 'K60']",Dezocine,0.00087418,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
28,1,"['K56', 'K59', 'K60']",Ketamine,0.001623982,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
29,1,"['K56', 'K59', 'K60']",Heroin,1.825655526188927e-05,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
30,1,"['K56', 'K59', 'K60']",Tapentadol,0.000395848,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
31,1,"['K56', 'K59', 'K60']",Nalmefene,6.895780978528495e-05,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
32,1,"['K56', 'K59', 'K60']",Alvimopan,5.548286851467272e-06,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
33,1,"['K56', 'K59', 'K60']",Ketobemidone,0.000395848,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
34,1,"['K56', 'K59', 'K60']",Methylnaltrexone,0.002071792,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
35,1,"['K56', 'K59', 'K60']",Ponatinib,0.046324045,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
36,1,"['K56', 'K59', 'K60']",Pholcodine,5.548286851467272e-06,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
37,1,"['K56', 'K59', 'K60']",Eluxadoline,6.895780978528495e-05,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
38,1,"['K56', 'K59', 'K60']",Opium,0.000110645,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
39,1,"['K56', 'K59', 'K60']",Pentoxyverine,0.003574764,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
40,1,"['K56', 'K59', 'K60']",Naldemedine,6.895780978528495e-05,"['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']"
41,3,"['A38', 'G47', 'H04', 'J35', 'J36', 'B07', 'B34', 'G51', 'H53', 'H72', 'H74', 'J15']",Gefitinib,0.042404317,"['scarlet fever', 'sleep disorders', 'disorders of lachrymal system', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess', 'viral warts', 'viral infection of site', 'facial nerve disorders', 'visual disturbances', 'perforation of tympanic membrane', 'disorders of middle ear and mastoid', 'bacterial pneumonia']"
42,3,"['A38', 'G47', 'H04', 'J35', 'J36', 'B07', 'B34', 'G51', 'H53', 'H72', 'H74', 'J15']",Modafinil,0.020174151,"['scarlet fever', 'sleep disorders', 'disorders of lachrymal system', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess', 'viral warts', 'viral infection of site', 'facial nerve disorders', 'visual disturbances', 'perforation of tympanic membrane', 'disorders of middle ear and mastoid', 'bacterial pneumonia']"
43,3,"['A38', 'G47', 'H04', 'J35', 'J36', 'B07', 'B34', 'G51', 'H53', 'H72', 'H74', 'J15']",Thalidomide,0.006930693,"['scarlet fever', 'sleep disorders', 'disorders of lachrymal system', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess', 'viral warts', 'viral infection of site', 'facial nerve disorders', 'visual disturbances', 'perforation of tympanic membrane', 'disorders of middle ear and mastoid', 'bacterial pneumonia']"
44,3,"['A38', 'G47', 'H04', 'J35', 'J36', 'B07', 'B34', 'G51', 'H53', 'H72', 'H74', 'J15']",Paclitaxel,0.02554622,"['scarlet fever', 'sleep disorders', 'disorders of lachrymal system', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess', 'viral warts', 'viral infection of site', 'facial nerve disorders', 'visual disturbances', 'perforation of tympanic membrane', 'disorders of middle ear and mastoid', 'bacterial pneumonia']"
45,3,"['A38', 'G47', 'H04', 'J35', 'J36', 'B07', 'B34', 'G51', 'H53', 'H72', 'H74', 'J15']",Pranlukast,0.026859825,"['scarlet fever', 'sleep disorders', 'disorders of lachrymal system', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess', 'viral warts', 'viral infection of site', 'facial nerve disorders', 'visual disturbances', 'perforation of tympanic membrane', 'disorders of middle ear and mastoid', 'bacterial pneumonia']"
46,3,"['A38', 'G47', 'H04', 'J35', 'J36', 'B07', 'B34', 'G51', 'H53', 'H72', 'H74', 'J15']",Armodafinil,0.014664829,"['scarlet fever', 'sleep disorders', 'disorders of lachrymal system', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess', 'viral warts', 'viral infection of site', 'facial nerve disorders', 'visual disturbances', 'perforation of tympanic membrane', 'disorders of middle ear and mastoid', 'bacterial pneumonia']"
47,4,"['A41', 'C91']",Caffeine,0.000762651,"['septicaemia', 'lymphoid leukaemia']"
48,4,"['A41', 'C91']",Sorafenib,0.001316908,"['septicaemia', 'lymphoid leukaemia']"
49,4,"['A41', 'C91']",Trimethoprim,0.021466132,"['septicaemia', 'lymphoid leukaemia']"
50,4,"['A41', 'C91']",Methotrexate,0.027557483,"['septicaemia', 'lymphoid leukaemia']"
51,4,"['A41', 'C91']",Imatinib,0.015833255,"['septicaemia', 'lymphoid leukaemia']"
52,4,"['A41', 'C91']",Dasatinib,4.884308488704227e-06,"['septicaemia', 'lymphoid leukaemia']"
53,4,"['A41', 'C91']",Sunitinib,0.005467804,"['septicaemia', 'lymphoid leukaemia']"
54,4,"['A41', 'C91']",Nilotinib,0.001996202,"['septicaemia', 'lymphoid leukaemia']"
55,4,"['A41', 'C91']",Bosutinib,0.003187016,"['septicaemia', 'lymphoid leukaemia']"
56,4,"['A41', 'C91']",Regorafenib,0.001499718,"['septicaemia', 'lymphoid leukaemia']"
57,4,"['A41', 'C91']",Ponatinib,5.347189596638089e-07,"['septicaemia', 'lymphoid leukaemia']"
58,4,"['A41', 'C91']",Nintedanib,0.002557,"['septicaemia', 'lymphoid leukaemia']"
59,4,"['A41', 'C91']",Isosorbide,0.006823597,"['septicaemia', 'lymphoid leukaemia']"
60,4,"['A41', 'C91']",Venetoclax,0.011258716,"['septicaemia', 'lymphoid leukaemia']"
61,4,"['A41', 'C91']",Fostamatinib,0.042243998,"['septicaemia', 'lymphoid leukaemia']"
62,4,"['A41', 'C91']",Copanlisib,0.046920296,"['septicaemia', 'lymphoid leukaemia']"
63,5,"['B00', 'B99', 'J31', 'J40', 'K52', 'K08']",Clobetasol propionate,0.012154544,"['herpesviral [herpes simplex] infections', 'infectious diseases', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'bronchitis', 'non-infective gastro-enteritis and colitis', 'disorders of teeth and supporting structures']"
64,5,"['B00', 'B99', 'J31', 'J40', 'K52', 'K08']",Melatonin,0.019241145,"['herpesviral [herpes simplex] infections', 'infectious diseases', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'bronchitis', 'non-infective gastro-enteritis and colitis', 'disorders of teeth and supporting structures']"
65,5,"['B00', 'B99', 'J31', 'J40', 'K52', 'K08']",Dexamethasone,0.046132068,"['herpesviral [herpes simplex] infections', 'infectious diseases', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'bronchitis', 'non-infective gastro-enteritis and colitis', 'disorders of teeth and supporting structures']"
66,5,"['B00', 'B99', 'J31', 'J40', 'K52', 'K08']",Glucosamine,0.047717961,"['herpesviral [herpes simplex] infections', 'infectious diseases', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'bronchitis', 'non-infective gastro-enteritis and colitis', 'disorders of teeth and supporting structures']"
67,5,"['B00', 'B99', 'J31', 'J40', 'K52', 'K08']",Clenbuterol,0.047717961,"['herpesviral [herpes simplex] infections', 'infectious diseases', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'bronchitis', 'non-infective gastro-enteritis and colitis', 'disorders of teeth and supporting structures']"
68,5,"['B00', 'B99', 'J31', 'J40', 'K52', 'K08']",Rilonacept,0.012154544,"['herpesviral [herpes simplex] infections', 'infectious diseases', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'bronchitis', 'non-infective gastro-enteritis and colitis', 'disorders of teeth and supporting structures']"
69,5,"['B00', 'B99', 'J31', 'J40', 'K52', 'K08']",Polaprezinc,0.012845008,"['herpesviral [herpes simplex] infections', 'infectious diseases', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'bronchitis', 'non-infective gastro-enteritis and colitis', 'disorders of teeth and supporting structures']"
70,5,"['B00', 'B99', 'J31', 'J40', 'K52', 'K08']",Foreskin fibroblast (neonatal),0.006226755,"['herpesviral [herpes simplex] infections', 'infectious diseases', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'bronchitis', 'non-infective gastro-enteritis and colitis', 'disorders of teeth and supporting structures']"
71,5,"['B00', 'B99', 'J31', 'J40', 'K52', 'K08']",Foreskin keratinocyte (neonatal),0.000320325,"['herpesviral [herpes simplex] infections', 'infectious diseases', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'bronchitis', 'non-infective gastro-enteritis and colitis', 'disorders of teeth and supporting structures']"
72,5,"['B00', 'B99', 'J31', 'J40', 'K52', 'K08']",Binimetinib,0.002780214,"['herpesviral [herpes simplex] infections', 'infectious diseases', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'bronchitis', 'non-infective gastro-enteritis and colitis', 'disorders of teeth and supporting structures']"
73,6,"['B27', 'J03']",Cisplatin,0.043129027,"['infectious mononucleosis', 'acute tonsillitis']"
74,6,"['B27', 'J03']",Oxaliplatin,0.022885609,"['infectious mononucleosis', 'acute tonsillitis']"
75,6,"['B27', 'J03']",Carboplatin,0.015062302,"['infectious mononucleosis', 'acute tonsillitis']"
76,7,"['B00', 'B08', 'B37', 'B99', 'H10', 'H66', 'J02', 'K21']",Ginseng,0.031363092,"['herpesviral [herpes simplex] infections', 'specified viral infections characterised by skin and mucous membrane lesions', 'candidiasis', 'infectious diseases', 'conjunctivitis', 'chronic suppurative otitis media', 'acute pharyngitis', 'gastro-oesophageal reflux disease']"
77,7,"['B00', 'B08', 'B37', 'B99', 'H10', 'H66', 'J02', 'K21']",Nimesulide,0.031363092,"['herpesviral [herpes simplex] infections', 'specified viral infections characterised by skin and mucous membrane lesions', 'candidiasis', 'infectious diseases', 'conjunctivitis', 'chronic suppurative otitis media', 'acute pharyngitis', 'gastro-oesophageal reflux disease']"
78,8,"['N10', 'N12']",Nelfinavir,0.013130202,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
79,8,"['N10', 'N12']",Nevirapine,0.005446573,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
80,8,"['N10', 'N12']",Amsacrine,0.002805632,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
81,8,"['N10', 'N12']",Gefitinib,0.007451362,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
82,8,"['N10', 'N12']",Rosiglitazone,0.013130202,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
83,8,"['N10', 'N12']",Pethidine,0.015499458,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
84,8,"['N10', 'N12']",Imipramine,0.047220441,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
85,8,"['N10', 'N12']",Fluoxetine,0.015499458,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
86,8,"['N10', 'N12']",Chlorpromazine,0.031190521,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
87,8,"['N10', 'N12']",Ritonavir,0.019487366,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
88,8,"['N10', 'N12']",Erlotinib,0.010757256,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
89,8,"['N10', 'N12']",Nortriptyline,0.032775658,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
90,8,"['N10', 'N12']",Cephalexin,0.010757256,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
91,8,"['N10', 'N12']",Imatinib,0.023423262,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
92,8,"['N10', 'N12']",Efavirenz,0.00850572,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
93,8,"['N10', 'N12']",Nateglinide,0.013130202,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
94,8,"['N10', 'N12']",Isoflurane,0.009655058,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
95,8,"['N10', 'N12']",Propofol,0.022048263,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
96,8,"['N10', 'N12']",Zalcitabine,0.009655058,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
97,8,"['N10', 'N12']",Isoniazid,0.010757256,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
98,8,"['N10', 'N12']",Doxorubicin,0.03410367,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
99,8,"['N10', 'N12']",Ketoprofen,0.009655058,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
100,8,"['N10', 'N12']",Methoxyflurane,0.010757256,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
101,8,"['N10', 'N12']",Sertraline,0.010757256,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
102,8,"['N10', 'N12']",Halothane,0.000653697,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
103,8,"['N10', 'N12']",Desflurane,0.004517094,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
104,8,"['N10', 'N12']",Captopril,0.006432302,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
105,8,"['N10', 'N12']",Saquinavir,0.015499458,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
106,8,"['N10', 'N12']",Sevoflurane,0.00850572,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
107,8,"['N10', 'N12']",Clomipramine,0.00850572,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
108,8,"['N10', 'N12']",Pipotiazine,0.006432302,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
109,8,"['N10', 'N12']",Thiothixene,0.003636251,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
110,8,"['N10', 'N12']",Dronedarone,0.020719992,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
111,8,"['N10', 'N12']",Abiraterone,0.007451362,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
112,8,"['N10', 'N12']",Oxymetholone,0.009655058,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
113,8,"['N10', 'N12']",Vemurafenib,0.004517094,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
114,8,"['N10', 'N12']",Mirabegron,0.004517094,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
115,8,"['N10', 'N12']",Enzalutamide,0.006432302,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
116,8,"['N10', 'N12']",Ibrutinib,0.002805632,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
117,8,"['N10', 'N12']",Lorpiprazole,0.005446573,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
118,8,"['N10', 'N12']",Opium,0.003636251,"['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']"
119,9,"['J20', 'J98']",Propranolol,0.007969576,"['acute bronchitis', 'respiratory disorders']"
120,9,"['J20', 'J98']",Orciprenaline,0.0419629,"['acute bronchitis', 'respiratory disorders']"
121,9,"['J20', 'J98']",Isoprenaline,0.004253703,"['acute bronchitis', 'respiratory disorders']"
122,9,"['J20', 'J98']",Carvedilol,0.01887748,"['acute bronchitis', 'respiratory disorders']"
123,9,"['J20', 'J98']",Procaterol,0.0419629,"['acute bronchitis', 'respiratory disorders']"
124,9,"['J20', 'J98']",Clenbuterol,0.002349854,"['acute bronchitis', 'respiratory disorders']"
125,9,"['J20', 'J98']",Glatiramer,0.0419629,"['acute bronchitis', 'respiratory disorders']"
126,9,"['J20', 'J98']",Protokylol,0.0419629,"['acute bronchitis', 'respiratory disorders']"
127,9,"['J20', 'J98']",Etafedrine,0.0419629,"['acute bronchitis', 'respiratory disorders']"
128,11,"['D50', 'J15']",Foreskin keratinocyte (neonatal),0.015858468,"['iron deficiency anaemia', 'bacterial pneumonia']"
129,11,"['D50', 'J15']",Binimetinib,0.008610467,"['iron deficiency anaemia', 'bacterial pneumonia']"
130,12,"['D64', 'D69', 'D70']",Cetuximab,0.025671563,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
131,12,"['D64', 'D69', 'D70']",Etanercept,0.004148601,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
132,12,"['D64', 'D69', 'D70']",Immune Globulin Human,0.020855245,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
133,12,"['D64', 'D69', 'D70']",Adalimumab,0.001942167,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
134,12,"['D64', 'D69', 'D70']",Abciximab,0.000187998,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
135,12,"['D64', 'D69', 'D70']",Gemtuzumab ozogamicin,0.025671563,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
136,12,"['D64', 'D69', 'D70']",Trastuzumab,0.036151921,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
137,12,"['D64', 'D69', 'D70']",Rituximab,0.025671563,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
138,12,"['D64', 'D69', 'D70']",Basiliximab,0.030933197,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
139,12,"['D64', 'D69', 'D70']",Muromonab,0.042146899,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
140,12,"['D64', 'D69', 'D70']",Ibritumomab tiuxetan,0.025671563,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
141,12,"['D64', 'D69', 'D70']",Tositumomab,0.020855245,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
142,12,"['D64', 'D69', 'D70']",Alemtuzumab,0.020855245,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
143,12,"['D64', 'D69', 'D70']",Cyclosporine,0.00012337,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
144,12,"['D64', 'D69', 'D70']",Alefacept,0.020855245,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
145,12,"['D64', 'D69', 'D70']",Efalizumab,0.020855245,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
146,12,"['D64', 'D69', 'D70']",Natalizumab,0.025671563,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
147,12,"['D64', 'D69', 'D70']",Palivizumab,0.020855245,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
148,12,"['D64', 'D69', 'D70']",Bevacizumab,0.020855245,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
149,12,"['D64', 'D69', 'D70']",Vitamin C,0.017218919,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
150,12,"['D64', 'D69', 'D70']",Menadione,0.000918712,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
151,12,"['D64', 'D69', 'D70']",Pravastatin,3.073000400351093e-05,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
152,12,"['D64', 'D69', 'D70']",Fluvoxamine,0.036151921,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
153,12,"['D64', 'D69', 'D70']",Erythromycin,0.016871284,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
154,12,"['D64', 'D69', 'D70']",Reserpine,0.013256604,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
155,12,"['D64', 'D69', 'D70']",Nelfinavir,0.005079548,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
156,12,"['D64', 'D69', 'D70']",Indinavir,6.964899914492622e-06,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
157,12,"['D64', 'D69', 'D70']",Lovastatin,1.2256466795548642e-06,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
158,12,"['D64', 'D69', 'D70']",Dapsone,0.042146899,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
159,12,"['D64', 'D69', 'D70']",Phenytoin,0.000742423,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
160,12,"['D64', 'D69', 'D70']",Olmesartan,0.001376882,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
161,12,"['D64', 'D69', 'D70']",Argatroban,0.02738023,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
162,12,"['D64', 'D69', 'D70']",Conjugated estrogens,0.00230369,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
163,12,"['D64', 'D69', 'D70']",Morphine,0.003284466,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
164,12,"['D64', 'D69', 'D70']",Valproic Acid,0.008387953,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
165,12,"['D64', 'D69', 'D70']",Acetaminophen,0.019488199,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
166,12,"['D64', 'D69', 'D70']",Codeine,0.020855245,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
167,12,"['D64', 'D69', 'D70']",Indomethacin,0.000415463,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
168,12,"['D64', 'D69', 'D70']",Terfenadine,0.042146899,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
169,12,"['D64', 'D69', 'D70']",Diltiazem,0.013256604,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
170,12,"['D64', 'D69', 'D70']",Aminohippuric acid,0.036151921,"['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
