symbol1,symbol2
H1-4,ZNF512B
H1-4,INSYN1
H1-4,DOK3
H1-4,SYNGAP1
H1-4,CAMK1
H1-4,EHMT2
H1-4,CBX8
H1-4,FARS2
H1-4,RAD54L2
H1-4,NMNAT1
H1-4,UBE3A
H1-4,BCL2L1
H1-4,200081
H1-4,CBX5
H1-4,CBX3
H1-4,MFAP1
H1-4,TOM1
H1-4,UBASH3B
H1-4,UBA52
H1-4,CBX1
H1-4,ZNF346
H1-4,DERL1
H1-4,EXOSC4
H1-4,BICD2
H1-4,ZFC3H1
H1-4,SLU7
H1-4,TSKS
H1-4,PRAM1
H1-4,NSD1
H1-4,HSPA8
H1-4,ILF3
H1-4,CEP83
H1-4,ICAM1
H1-4,IGSF8
H1-4,DHX57
H1-4,TMPO
H1-4,LCOR
H1-4,IL7R
H1-4,PLXND1
H1-4,LYSMD1
H1-4,ZNF48
H1-4,H2BC9
H1-4,SUMO2
H1-4,STK26
H1-4,FIGNL1
H1-4,NSD2
H1-4,FRMD8
H1-4,H4C7
H1-4,ZNF341
H1-4,ZNF668
H1-4,PBK
H1-4,DDX55
H1-4,TCEANC2
H1-4,SNRPA1
H1-4,UTP3
H1-4,GLYR1
H1-4,CTCF
H1-4,SUMO1
H1-4,REXO4
H1-4,LEO1
H1-4,RPL37A
H1-4,MAP3K14
H1-4,STAU1
H1-4,RPS19
H1-4,TRAFD1
H1-4,MAK16
H1-4,RNF2
H1-4,EBNA1BP2
H1-4,KRI1
H1-4,NCK1
H1-4,MTUS1
H1-4,SRSF1
H1-4,H2BC21
H1-4,INPP5A
H1-4,YAP1
H1-4,ZNF16
H1-4,ZCCHC9
H1-4,CHIA
H1-4,PAK1
H1-4,MED8
H1-4,SF3B2
H1-4,EIF2AK2
H1-4,H3-4
H1-4,VPS26A
H1-4,TEX10
H1-4,EEF1D
H1-4,IRAK4
H1-4,FTSJ3
H1-4,CRK
H1-4,HEXIM1
H1-4,MCM2
H1-4,H4C8
H1-4,H4C3
H1-4,H4C11
H1-4,H4-16
H1-4,H4C15
H1-4,H4C14
H1-4,H4C12
H1-4,H4C6
H1-4,H4C13
H1-4,H4C9
H1-4,H4C5
H1-4,H4C4
H1-4,H4C1
H1-4,H4C2
H1-4,STK24
H1-4,IGF2BP3
H1-4,RPL10A
H1-4,HIRIP3
H1-4,FMNL3
H1-4,RPS2
H1-4,TPPP
H1-4,KRR1
H1-4,H3C14
H1-4,H3C1
H1-4,RPS3
H1-4,BRIX1
H1-4,NPM1
H1-4,ALK
H1-4,RPS16
H1-4,RPL14
H1-4,NOP2
H1-4,PRKCA
H1-4,GSK3B
H1-4,RPS3A
H1-4,HNRNPA1
H1-4,MAPK13
H1-4,YBX1
H1-4,RPS10
H1-4,EGFR
H1-4,IFI16
H1-4,TOE1
H1-4,CDK2
H1-4,CUL7
H1-4,CEBPZ
H1-4,CDK1
H1-4,MNDA
H1-4,CMSS1
H1-4,SF3B1
H1-4,DHX30
H1-4,RBM28
H1-4,H1-3
H1-4,RPS20
H1-4,RPS15
H1-4,RPS17
H1-4,PRKCD
H1-4,PPP2R2B
H1-4,UPF1
H1-4,DDX18
H1-4,MOV10
H1-4,KIF22
H1-4,CHD4
H1-4,BAZ1B
H1-4,MCM5
H1-4,SSB
H1-4,UBTF
H1-4,NUP133
H1-4,FBXW7
H1-4,MYBL2
H1-4,H1-2
H1-4,ATXN7
H1-4,L3MBTL1
H1-4,TES
H1-4,HMGN2
H1-4,PAN2
H1-4,CDK11B
H1-4,LARP1
H1-4,ZC3H18
H1-4,DDX27
H1-4,ISG20L2
H1-4,GAR1
H1-4,H1-0
H1-4,CYLD
H1-4,RRP12
H1-4,GNL2
H1-4,ZC3H11A
H1-4,PHF8
H1-4,BMP4
H1-4,PARP2
H1-4,FMNL1
H1-4,CTR9
H1-4,CBX6
H1-4,HDGF
H1-4,VCAM1
H1-4,SIRT7
H1-4,PTBP3
H1-4,CCDC8
H1-4,OBSL1
H1-4,PYHIN1
H1-4,C10orf12
H1-4,ZNF184
H1-4,YBX2
H1-4,RPL26L1
H1-4,NOC3L
H1-4,DDX31
H1-4,NOP14
H1-4,RBM19
H1-4,PUM3
H1-4,STAU2
H1-4,ZCRB1
H1-4,PPAN
H1-4,FYTTD1
H1-4,MEPCE
H1-4,RIOK1
H1-4,GLE1
H1-4,H1-6
H1-4,TRIM71
H1-4,DDX10
H1-4,DKC1
H1-4,ELAVL2
H1-4,PURA
H1-4,RBMS1
H1-4,RBM34
H1-4,ZNF354A
H1-4,LARP7
H1-4,ITGA8
H1-4,FER1L5
H1-4,HP1BP3
H1-4,PRX
H1-4,WDR87
H1-4,H1-5
H1-4,GPATCH8
H1-4,COL23A1
H1-4,ALPK2
H1-4,XIRP2
H1-4,RNF113B
H1-4,CFAP46
H1-4,RPUSD4
H1-4,RABL6
H1-4,BBIP1
H1-4,VWA3A
H1-4,RNF32
H1-4,TAAR3P
H1-4,TMC8
H1-4,CCDC186
H1-4,EFL1
H1-4,PDZD8
H1-4,TNRC18
H1-4,ARFGAP2
LMNA,GOSR2
LMNA,IGFBP5
LMNA,SEC22A
LMNA,TMEM60
LMNA,RUSF1
LMNA,ASGR1
LMNA,PTPN9
LMNA,DEFB127
LMNA,FXYD3
LMNA,HMOX2
LMNA,TMEM14C
LMNA,STX12
LMNA,PLP1
LMNA,ERG28
LMNA,GALNT2
LMNA,AIG1
LMNA,TMEM86A
LMNA,C4orf3
LMNA,SLC35A1
LMNA,SLC30A8
LMNA,STX8
LMNA,JAGN1
LMNA,LPAR3
LMNA,TMEM51
LMNA,MAL
LMNA,AGTRAP
LMNA,APOD
LMNA,PLPP4
LMNA,LAT
LMNA,TNF
LMNA,AQP1
LMNA,CYB5B
LMNA,TMPRSS4
LMNA,GABARAPL1
LMNA,MALL
LMNA,SMCO4
LMNA,TMEM11
LMNA,TMEM120B
LMNA,EMD
LMNA,C3orf52
LMNA,TMEM243
LMNA,RPRM
LMNA,TMEM140
LMNA,BRICD5
LMNA,FAM3C
LMNA,CLCA4
LMNA,VAMP3
LMNA,VMP1
LMNA,CTSA
LMNA,TFRC
LMNA,MGLL
LMNA,FDFT1
LMNA,HMOX1
LMNA,SYNGR1
LMNA,CDS2
LMNA,WFDC2
LMNA,PLP2
LMNA,SLC38A7
LMNA,FA2H
LMNA,SLC1A1
LMNA,PMP22
LMNA,CD81
LMNA,RHAG
LMNA,SELENOK
LMNA,CYB561D2
LMNA,UPK1B
LMNA,UNC50
LMNA,VAMP4
LMNA,SERP1
LMNA,BTN2A2
LMNA,INSIG2
LMNA,GPR108
LMNA,ADGRE2
LMNA,APOL2
LMNA,CLN6
LMNA,TMEM128
LMNA,TSPAN2
LMNA,MIP
LMNA,MMD2
LMNA,TMEM14B
LMNA,BNIP2
LMNA,NAT8
LMNA,FATE1
LMNA,TMEM218
LMNA,CMTM7
LMNA,TSPAN7
LMNA,MS4A1
LMNA,SLC13A3
LMNA,TSPAN33
LMNA,FCER1G
LMNA,ALG8
LMNA,CLDND2
LMNA,CXCL16
LMNA,STX5
LMNA,TMEM65
LMNA,AQP3
LMNA,GJB2
LMNA,STX3
LMNA,VKORC1
LMNA,ENTPD3
LMNA,SFTPC
LMNA,TMEM208
LMNA,VAMP5
LMNA,TMEM42
LMNA,TMEM43
LMNA,C11orf24
LMNA,COL8A2
LMNA,NINJ2
LMNA,ORMDL3
LMNA,TNFRSF10C
LMNA,TRAM1L1
LMNA,SLC35A4
LMNA,DNAJC30
LMNA,THBD
LMNA,CYBC1
LMNA,TMEM107
LMNA,MYADM
LMNA,YIPF6
LMNA,SNORC
LMNA,TMEM222
LMNA,PNLIPRP1
LMNA,TMEM203
LMNA,LRP10
LMNA,LHFPL5
LMNA,SLC35B4
LMNA,SPG21
LMNA,CMTM5
LMNA,ARL6IP1
LMNA,GRB2
LMNA,WWOX
LMNA,VTI1B
LMNA,VSTM1
LMNA,STX7
LMNA,FETUB
LMNA,TMEM14A
LMNA,ZDHHC15
LMNA,LEPROTL1
LMNA,GOLT1B
LMNA,ORMDL1
LMNA,AOC3
LMNA,CFHR5
LMNA,KCNK1
LMNA,CD72
LMNA,FXYD6
LMNA,VAMP1
LMNA,SLC7A1
LMNA,CMTM3
LMNA,MGST3
LMNA,AQP10
LMNA,ADAM33
LMNA,SLC35B2
LMNA,CSGALNACT2
LMNA,ITGAM
LMNA,GPR25
LMNA,FAXDC2
LMNA,MFSD5
LMNA,NEU1
LMNA,SACM1L
LMNA,VAMP2
LMNA,NKG7
LMNA,TMEM54
LMNA,SLC2A5
LMNA,SPN
LMNA,ALG3
LMNA,EDDM3B
LMNA,C5
LMNA,SLC41A2
LMNA,HMGB3
LMNA,PNKP
LMNA,GPKOW
LMNA,HNRNPC
LMNA,CSNK2A1
LMNA,BYSL
LMNA,IFIT2
LMNA,PMS2
LMNA,MORF4L2
LMNA,EIF3G
LMNA,OSTF1
LMNA,STX6
LMNA,USP20
LMNA,SDCBP
LMNA,UNC45A
LMNA,ILF2
LMNA,STAC
LMNA,HMBOX1
LMNA,PRKCI
LMNA,CDK5
LMNA,TCEA2
LMNA,TCEANC
LMNA,MORF4L1
LMNA,ZKSCAN4
LMNA,ZNF490
LMNA,ZKSCAN3
LMNA,ZNF69
LMNA,KRTAP10-7
LMNA,TFIP11
LMNA,REEP6
LMNA,SPTA1
LMNA,MAPRE2
LMNA,SYCE1
LMNA,NFIA
LMNA,ZC2HC1C
LMNA,SF1
LMNA,PLLP
LMNA,CCDC120
LMNA,NXF1
LMNA,MEOX1
LMNA,ETV6
LMNA,NUP35
LMNA,NAB2
LMNA,FOS
LMNA,SUPT5H
LMNA,RNF4
LMNA,PIAS2
LMNA,NTAQ1
LMNA,YY1
LMNA,CRY2
LMNA,UBE2I
LMNA,ZNF138
LMNA,GTF2A1
LMNA,ZMYM6
LMNA,ZNF440
LMNA,CLK1
LMNA,SYTL4
LMNA,DDX54
LMNA,SYT6
LMNA,PRPF38A
LMNA,RPL11
LMNA,TOX4
LMNA,C1QTNF1
LMNA,TRIM39
LMNA,NIPAL3
LMNA,ATP6V0C
LMNA,CYB561
LMNA,LAMB1
LMNA,VAPA
LMNA,VAPB
LMNA,BCL2L2
LMNA,CNIH3
LMNA,SLC30A2
LMNA,TSNARE1
LMNA,VRK2
LMNA,YIPF1
LMNA,RABAC1
LMNA,SLC30A3
LMNA,CLDN10
LMNA,SERP2
LMNA,TMEM267
LMNA,TAP1
LMNA,ZDHHC24
LMNA,SFT2D2
LMNA,TMEM199
LMNA,CACNG1
LMNA,TMEM109
LMNA,PAQR5
LMNA,SCARB2
LMNA,CLEC1A
LMNA,SGMS2
LMNA,CHST1
LMNA,TMEM201
LMNA,DNAJC1
LMNA,KASH5
LMNA,LRRC59
LMNA,KPNA3
LMNA,KPNA5
LMNA,CWF19L2
LMNA,NUP50
LMNA,KAT5
LMNA,POLR3C
LMNA,LMNB1
LMNA,USP2
LMNA,SNAI1
LMNA,HCK
LMNA,AIMP2
LMNA,ARID3A
LMNA,ZNF569
LMNA,KRT6A
LMNA,ZNF564
LMNA,CISD2
LMNA,RALY
LMNA,MFAP1
LMNA,MED19
LMNA,USP7
LMNA,GTF2F2
LMNA,SIAH1
LMNA,ZNF280C
LMNA,SNW1
LMNA,AKAP8L
LMNA,SNRPD3
LMNA,CASP6
LMNA,DYNLT1
LMNA,SAP18
LMNA,VCP
LMNA,CENPP
LMNA,SMAD3
LMNA,TP53BP1
LMNA,SERPINE1
LMNA,HNRNPU
LMNA,HNRNPK
LMNA,PCBP1
LMNA,ACOT7
LMNA,USP15
LMNA,TSGA10
LMNA,HNRNPH1
LMNA,LCP2
LMNA,SCML2
LMNA,SRSF3
LMNA,DERL1
LMNA,TDO2
LMNA,YWHAZ
LMNA,KATNAL2
LMNA,FASN
LMNA,STEEP1
LMNA,SLU7
LMNA,PLEKHA7
LMNA,FAM161A
LMNA,LMNB2
LMNA,ACTB
LMNA,FAM9B
LMNA,PCYT1A
LMNA,PGRMC2
LMNA,MATR3
LMNA,HNRNPM
LMNA,PIH1D1
LMNA,CCNG1
LMNA,CWF19L1
LMNA,KPNA6
LMNA,ELOA
LMNA,ESS2
LMNA,GRPEL1
LMNA,SH3KBP1
LMNA,POM121
LMNA,ARHGEF16
LMNA,PCNA
LMNA,ZMAT2
LMNA,CASP1
LMNA,CHCHD2
LMNA,PKD2
LMNA,TOR1A
LMNA,ZNF439
LMNA,SSBP1
LMNA,RBM10
LMNA,SH3RF2
LMNA,PPIL1
LMNA,PPP1CC
LMNA,ILF3
LMNA,APOA2
LMNA,CRKL
LMNA,CPSF6
LMNA,TBX3
LMNA,ORC2
LMNA,UBQLNL
LMNA,DDX43
LMNA,MACROH2A1
LMNA,ZSCAN12
LMNA,SMIM11A
LMNA,SRPK2
LMNA,TEAD1
LMNA,CYBRD1
LMNA,STIM1
LMNA,LEMD3
LMNA,SENP2
LMNA,GJB5
LMNA,ATP6AP2
LMNA,PTPN1
LMNA,TMPO
LMNA,USE1
LMNA,GRM2
LMNA,STX4
LMNA,EIF5
LMNA,TM4SF20
LMNA,DUSP13
LMNA,FAM169A
LMNA,CDK6
LMNA,UBE2L6
LMNA,TFAM
LMNA,RMDN2
LMNA,MYC
LMNA,RBM14
LMNA,ZNF3
LMNA,ZNF239
LMNA,KIAA1143
LMNA,U2AF2
LMNA,SET
LMNA,TRIM26
LMNA,MAX
LMNA,BCCIP
LMNA,CDC5L
LMNA,SUMO3
LMNA,SUMO2
LMNA,RBM6
LMNA,CUL3
LMNA,WTAP
LMNA,NOSIP
LMNA,FGF11
LMNA,DPY30
LMNA,SAP30BP
LMNA,NSD2
LMNA,FLNA
LMNA,RPA1
LMNA,H4C7
LMNA,SYPL1
LMNA,GMPPB
LMNA,MLIP
LMNA,BANF1
LMNA,ZBTB33
LMNA,RACGAP1
LMNA,ILK
LMNA,PCGF2
LMNA,PDCD4
LMNA,ZNF691
LMNA,RPS25
LMNA,PELI1
LMNA,DHX15
LMNA,STARD3
LMNA,TMEM234
LMNA,TMEM74
LMNA,CD52
LMNA,CLCN7
LMNA,FAIM
LMNA,RNPS1
LMNA,STK4
LMNA,PDCD5
LMNA,CTCF
LMNA,SUMO1
LMNA,BMI1
LMNA,YWHAQ
LMNA,COPE
LMNA,CDK4
LMNA,H2BC3
LMNA,DERL2
LMNA,TMEM230
LMNA,TNFSF12
LMNA,LUC7L3
LMNA,RADX
LMNA,KPNA2
LMNA,TRA2B
LMNA,LANCL1
LMNA,MRGBP
LMNA,PPIL4
LMNA,EMC2
LMNA,STAC2
LMNA,ARPIN
LMNA,RAPGEF2
LMNA,ANXA6
LMNA,HNRNPA2B1
LMNA,RBBP4
LMNA,SPANXD
LMNA,PSMD6
LMNA,CD2BP2
LMNA,ACAD11
LMNA,SPAG7
LMNA,KPNA4
LMNA,SNRPD2
LMNA,KPNA1
LMNA,RTN3
LMNA,AKTIP
LMNA,CETN3
LMNA,RPA2
LMNA,SMAD1
LMNA,SMURF2
LMNA,ADGRG7
LMNA,PHB
LMNA,TMEM41A
LMNA,EGF
LMNA,HACD1
LMNA,LMBR1
LMNA,FBL
LMNA,KCTD12
LMNA,DHX16
LMNA,CHMP4B
LMNA,COX14
LMNA,ANKRA2
LMNA,HNRNPR
LMNA,DBNL
LMNA,TDP2
LMNA,PRKCB
LMNA,CDK7
LMNA,CDK1
LMNA,PRKCG
LMNA,SYNE1
LMNA,PRKCE
LMNA,TOP2A
LMNA,CDK9
LMNA,H2AC18
LMNA,RPS6KB1
LMNA,URB2
LMNA,NUP153
LMNA,PRKCH
LMNA,NPM1
LMNA,H3C14
LMNA,MRPS26
LMNA,RPS6KB2
LMNA,RB1
LMNA,KRTAP10-3
LMNA,NARF
LMNA,PRKCZ
LMNA,UNC13D
LMNA,SUMO4
LMNA,H2AZ1
LMNA,PRKCA
LMNA,CDK2
LMNA,CDH1
LMNA,PARP1
LMNA,SREBF1
LMNA,ALOX12B
LMNA,MME
LMNA,TOR1AIP1
LMNA,PRKCD
LMNA,ALOX12
LMNA,CFTR
LMNA,PRKCQ
LMNA,FYCO1
LMNA,PIK3R2
LMNA,CBL
LMNA,VAV1
LMNA,CD2AP
LMNA,NUP155
LMNA,PRKDC
LMNA,JUN
LMNA,HCFC1
LMNA,MYBBP1A
LMNA,DDX21
LMNA,SF3B1
LMNA,NONO
LMNA,SFPQ
LMNA,ITGB1
LMNA,TTN
LMNA,NKX2-1
LMNA,KPNB1
LMNA,NUP85
LMNA,CDKN2A
LMNA,NCL
LMNA,UBTF
LMNA,PSMD7
LMNA,SLN
LMNA,NTRK1
LMNA,ENO1
LMNA,PRNP
LMNA,F2RL1
LMNA,RUVBL1
LMNA,YBX1
LMNA,TP53
LMNA,EIF2AK2
LMNA,PDAP1
LMNA,RPS3A
LMNA,XRCC1
LMNA,RPS7
LMNA,FEN1
LMNA,ING1
LMNA,MUTYH
LMNA,CLEC4A
LMNA,GZMA
LMNA,PYGM
LMNA,HNRNPL
LMNA,C1QBP
LMNA,TPR
LMNA,DDX5
LMNA,EDF1
LMNA,MKI67
LMNA,RNF123
LMNA,IRAK1
LMNA,RANBP9
LMNA,PDHA1
LMNA,CTR9
LMNA,MCM3AP
LMNA,BRCA2
LMNA,NUP98
LMNA,H2BC21
LMNA,RPA3
LMNA,E2F3
LMNA,ARID3B
LMNA,SMG1
LMNA,ELF2
LMNA,ABCE1
LMNA,RPS6
LMNA,RANGAP1
LMNA,ZRANB2
LMNA,FN1
LMNA,SRPRA
LMNA,SNRPD1
LMNA,SMNDC1
LMNA,MDM2
LMNA,PAPOLA
LMNA,EGFR
LMNA,H1-5
LMNA,WRNIP1
LMNA,CHD3
LMNA,CRK
LMNA,CTTN
LMNA,H4-16
LMNA,PHB2
LMNA,TRIM28
LMNA,YAP1
LMNA,URI1
LMNA,CTNNB1
LMNA,RTN4
LMNA,GNL3
LMNA,PRIM1
LMNA,MDC1
LMNA,VCAM1
LMNA,ITGA4
LMNA,EED
LMNA,LIG3
LMNA,BAZ1B
LMNA,PSIP1
LMNA,CREB3
LMNA,FHL1
LMNA,PRKN
LMNA,PSMD10
LMNA,CUL7
LMNA,H3C1
LMNA,RANBP2
LMNA,PPM1G
LMNA,LMAN1
LMNA,PRPF6
LMNA,SVIL
LMNA,RFXANK
LMNA,NFIC
LMNA,LBR
LMNA,RTN1
LMNA,PCMT1
LMNA,SEC13
LMNA,MCM5
LMNA,RPL5
LMNA,BDKRB2
LMNA,SMURF1
LMNA,GAR1
LMNA,TRIM25
LMNA,SSRP1
LMNA,ACIN1
LMNA,ELAVL1
LMNA,NOP56
LMNA,H2AX
LMNA,MRE11
LMNA,RAD50
LMNA,RIF1
LMNA,RGS18
LMNA,NUP133
LMNA,RAE1
LMNA,ESR1
LMNA,CLPX
LMNA,LIMK2
LMNA,KIF5A
LMNA,BRCA1
LMNA,FBXO7
LMNA,PML
LMNA,BRIP1
LMNA,RPL6
LMNA,ROCK2
LMNA,SENP6
LMNA,SMARCA5
LMNA,SOD1
LMNA,LIMS2
LMNA,PHAX
LMNA,ALYREF
LMNA,H2AC8
LMNA,ANLN
LMNA,SRRM2
LMNA,UBE2M
LMNA,H1-2
LMNA,SEC22B
LMNA,SCFD1
LMNA,CMAS
LMNA,NOD2
LMNA,CHD8
LMNA,TNS1
LMNA,NUP214
LMNA,EFTUD2
LMNA,NUP107
LMNA,ZW10
LMNA,TOP1
LMNA,EEF1D
LMNA,HSF1
LMNA,THRAP3
LMNA,SRRM1
LMNA,SF3B3
LMNA,DHX38
LMNA,TPX2
LMNA,PASK
LMNA,CFDP1
LMNA,G3BP1
LMNA,SHMT2
LMNA,NPLOC4
LMNA,SNRNP40
LMNA,PRPF19
LMNA,DDX39B
LMNA,YKT6
LMNA,UCHL5
LMNA,HNRNPA0
LMNA,NUP37
LMNA,NUP43
LMNA,SMPD4
LMNA,DUX4L1
LMNA,COL23A1
LMNA,PCNP
LMNA,MCM2
LMNA,MCM7
LMNA,DLST
LMNA,PPIL2
LMNA,FCER1A
LMNA,DDX3X
LMNA,HDGF
LMNA,MYO1C
LMNA,LATS2
LMNA,SENP1
LMNA,NUP160
LMNA,FUS
LMNA,OPA1
LMNA,PALB2
LMNA,PCLAF
LMNA,SIRT7
LMNA,GFM1
LMNA,ISG15
LMNA,SUN2
LMNA,LRRK2
LMNA,TAGLN2
LMNA,CCDC47
LMNA,WDR18
LMNA,SUGP1
LMNA,ALDH3A2
LMNA,GNL2
LMNA,DDX46
LMNA,WASHC5
LMNA,SRPRB
LMNA,MASTL
LMNA,ACE
LMNA,GPATCH1
LMNA,WDR70
LMNA,AHCTF1
LMNA,PDLIM3
LMNA,XRCC6
LMNA,U2SURP
LMNA,TIPRL
LMNA,DDX42
LMNA,HNRNPA1
LMNA,JPT2
LMNA,PSME3IP1
LMNA,SLC25A5
LMNA,SLC25A6
LMNA,CDK16
LMNA,NUMA1
LMNA,CDKAL1
LMNA,GZMB
LMNA,HP1BP3
LMNA,MTDH
LMNA,C9orf78
LMNA,RNF113A
LMNA,NELFE
LMNA,FBXO6
LMNA,MOV10
LMNA,C17orf49
LMNA,MAST3
LMNA,SIRT6
LMNA,OBSL1
LMNA,CCDC8
LMNA,LEMD2
LMNA,PPME1
LMNA,HERC2
LMNA,SCARNA22
LMNA,CC2D2A
LMNA,SPANXC
LMNA,IFFO1
LMNA,HNRNPA1L2
LMNA,NOP58
LMNA,SBDS
LMNA,RSL1D1
LMNA,H2AC21
LMNA,SCARA3
LMNA,RUNX1
LMNA,GIN1
LMNA,GOLGA2P10
LMNA,PARPBP
LMNA,UBE2Q1
LMNA,NHP2
LMNA,DBNDD2
LMNA,PRPF8
LMNA,KCNK13
LMNA,CA5A
LMNA,DUS3L
LMNA,H1-1
LMNA,DDX24
LMNA,SLC25A1
LMNA,MARVELD1
LMNA,OSTCP1
LMNA,DKC1
LMNA,PERM1
LMNA,RPF2
LMNA,NOP2
LMNA,ZNF25
LMNA,ACO2
LMNA,ANKRD20A5P
LMNA,IZUMO2
LMNA,CYLD
LMNA,LVRN
LMNA,NALCN
LMNA,KIF12
LMNA,OSBPL8
LMNA,RPS2
LMNA,SRSF5
LMNA,SRSF4
LMNA,SRSF1
LMNA,PPIE
LMNA,C20orf141
LMNA,CXCL14
LMNA,DDX23
LMNA,ITM2B
LMNA,SRSF9
LMNA,SDHA
LMNA,HNRNPA3
LMNA,DDX18
LMNA,ABCA9
LMNA,LINC01587
LMNA,PRELID3A
LMNA,MTHFD2
LMNA,KREMEN2
LMNA,SMCHD1
LMNA,ZMPSTE24
LMNA,LACC1
LMNA,HAGH
LMNA,METTL14
LMNA,ZNF281
LMNA,ZNF830
LMNA,PGAM5
LMNA,RABL3
LMNA,CWC27
LMNA,RBM33
LMNA,SEH1L
LMNA,HDGFL2
LMNA,KNDC1
LMNA,DHX35
LMNA,253943
LMNA,NOL6
LMNA,LSG1
LMNA,PPIL3
LMNA,SEC16A
LMNA,C1orf52
LMNA,EMC1
LMNA,CMTR1
LMNA,ALKBH5
LMNA,TCHH
LMNA,PHIP
LMNA,SMTN
LMNA,CACTIN
LMNA,CRNKL1
LMNA,ANP32E
LMNA,ACSL3
LMNA,DHX30
LMNA,MEPCE
LMNA,DNAJC8
LMNA,ATP2C2
LMNA,NYAP1
LMNA,RRP9
LMNA,PALD1
LMNA,100101267
LMNA,KBTBD6
LMNA,POLK
LMNA,METTL3
LMNA,PDCD11
LMNA,RTF1
LMNA,DHX40
LMNA,ZKSCAN1
LMNA,MYSM1
SCD,VMA21
SCD,GPX8
SCD,CERS4
SCD,TIMMDC1
SCD,MTIF3
SCD,RETREG3
SCD,MFSD14B
SCD,TMX2
SCD,AQP6
SCD,SCN3B
SCD,HSD17B13
SCD,STOM
SCD,GJB1
SCD,CYB561
SCD,SLC7A14
SCD,PVR
SCD,CD207
SCD,ERGIC3
SCD,GPR42
SCD,REEP2
SCD,MGST3
SCD,SLC10A6
SCD,TLCD4
SCD,KCNJ6
SCD,SEC11C
SCD,JAGN1
SCD,GPR152
SCD,CYBC1
SCD,MCFD2
SCD,TMEM30B
SCD,TMPRSS2
SCD,MARCHF5
SCD,RNF5
SCD,CLEC12B
SCD,MYC
SCD,ACSL4
SCD,ELOVL4
SCD,CPT1C
SCD,CYB5A
SCD,SLC27A2
SCD,CPT1A
SCD,FASN
SCD,MGLL
SCD,ACSL3
SCD,ACSL5
SCD,ACSL1
SCD,FADS2
SCD,FADS1
SCD,CPT1B
SCD,PPARA
SCD,ILK
SCD,MAPK6
SCD,APP
SCD,E2F3
SCD,NEDD4L
SCD,VAPB
SCD,EGFR
SCD,HDAC6
SCD,UQCRC2
SCD,SSR4
SCD,VCP
SCD,RNF4
SCD,PPP2R1A
SCD,ELAVL1
SCD,ESR2
SCD,TCTN3
SCD,RPL14
SCD,RPS3
SCD,TCTN2
SCD,SLC25A3
SCD,HSD17B12
SCD,NSUN5
SCD,TTC30B
SCD,TES
SCD,ASXL3
SCD,KSR1
ERMP1,AQP6
ERMP1,GJA8
ERMP1,SSMEM1
ERMP1,CLDN9
ERMP1,FNDC9
ERMP1,SLC7A14
ERMP1,CLEC2D
ERMP1,SLC23A2
ERMP1,ATP1B4
ERMP1,HIBADH
ERMP1,PEX12
ERMP1,GPRC5D
ERMP1,GPR42
ERMP1,IER3IP1
ERMP1,KLRC1
ERMP1,SLC22A23
ERMP1,RHCG
ERMP1,KCNN3
ERMP1,MR1
ERMP1,TMEM237
ERMP1,IFNGR2
ERMP1,LYPD5
ERMP1,CD200R1
ERMP1,SLC13A4
ERMP1,AQP2
ERMP1,BSCL2
ERMP1,TMEM80
ERMP1,TMEM45A
ERMP1,CLDN7
ERMP1,CLDN5
ERMP1,PDCD1LG2
ERMP1,ERVFRD-1
ERMP1,ENSG00000267228
ERMP1,SUMO1
ERMP1,STAT5A
ERMP1,GPM6A
ERMP1,YWHAH
ERMP1,ALOX5
ERMP1,ATP2B2
ERMP1,VIPR2
ERMP1,TRIM25
ERMP1,ELAVL1
ERMP1,SCNN1D
ERMP1,ESR2
ERMP1,CDH13
ERMP1,UBD
ERMP1,TNFRSF10A
ERMP1,HTR3A
ERMP1,UPK1A
ERMP1,TM9SF4
ERMP1,CA14
ERMP1,C4orf3
ERMP1,GABRE
ERMP1,MCOLN3
ERMP1,ZACN
ERMP1,GPR52
ERMP1,HTR3C
ERMP1,MPPE1
ERMP1,283375
ERMP1,GPR21
GOSR2,GPX8
GOSR2,MFF
GOSR2,RETREG3
GOSR2,MFSD14B
GOSR2,ELOVL5
GOSR2,AQP6
GOSR2,HSD17B13
GOSR2,SLC10A1
GOSR2,MFSD5
GOSR2,CYB561
GOSR2,BET1
GOSR2,CYBRD1
GOSR2,STX4
GOSR2,TMEM205
GOSR2,HIBADH
GOSR2,STX1A
GOSR2,RNF19B
GOSR2,ELOVL4
GOSR2,GPR42
GOSR2,TMEM35A
GOSR2,IER3IP1
GOSR2,TMEM106C
GOSR2,TM4SF19
GOSR2,SLC10A6
GOSR2,EBP
GOSR2,FATE1
GOSR2,TLCD4
GOSR2,KASH5
GOSR2,STX5
GOSR2,MARCHF8
GOSR2,TMCO5A
GOSR2,RIC3
GOSR2,BLCAP
GOSR2,MMGT1
GOSR2,JAGN1
GOSR2,FAM174A
GOSR2,GPR152
GOSR2,PELI1
GOSR2,LIME1
GOSR2,LEUTX
GOSR2,ENSG00000267228
GOSR2,TM4SF19-DYNLT2B
GOSR2,ARF1
GOSR2,TRIM23
GOSR2,GOLGA8EP
GOSR2,NSF
GOSR2,SASH3
GOSR2,GOSR1
GOSR2,STX6
GOSR2,NAPA
GOSR2,USO1
GOSR2,SEC22B
GOSR2,FMO1
GOSR2,FLJ32679
GOSR2,VAPA
GOSR2,PHB
GOSR2,APP
